session_id,date,country,source_medium,landing_page,session_value_usd
ses_010736,2024-07-10,IT,organic,/product,0.49
ses_010737,2025-04-11,GB,facebook/cpc,/cart,2.25
ses_010738,2023-08-16,ES,facebook/cpc,/collection,20.17
ses_010739,2023-05-12,CA,organic,/landing-sale,9.26
ses_010740,2024-12-11,GB,affiliate,/product,4.26
ses_010741,2024-08-19,MX,affiliate,/product,4.87
ses_010742,2025-03-25,AU,organic,/cart,0.6
ses_010743,2024-08-05,IT,affiliate,/cart,7.76
ses_010744,2025-06-05,FR,organic,/home,3.17
ses_010745,2023-06-12,CA,affiliate,/home,8.91
ses_010746,2023-04-05,AU,email,/product,0.64
ses_010747,2024-09-18,FR,organic,/collection,13.8
ses_010748,2024-09-28,MX,google/cpc,/cart,0.43
ses_010749,2023-12-16,US,email,/collection,2.52
ses_010750,2023-06-26,GB,affiliate,/landing-sale,0.45
ses_010751,2023-11-28,FR,email,/cart,1.67
ses_010752,2024-09-17,CA,email,/landing-sale,6.35
ses_010753,2023-06-05,FR,facebook/cpc,/collection,1.97
ses_010754,2023-11-19,DE,facebook/cpc,/collection,6.37
ses_010755,2023-02-20,AU,email,/product,2.65
ses_010756,2024-04-30,US,facebook/cpc,/collection,6.12
ses_010757,2023-10-19,MX,affiliate,/collection,6.99
ses_010758,2025-04-19,BR,email,/cart,5.63
ses_010759,2025-07-06,FR,organic,/landing-sale,9.57
ses_010760,2024-09-22,CA,google/cpc,/product,1.65
ses_010761,2024-06-03,DE,organic,/landing-sale,1.24
ses_010762,2024-01-04,US,affiliate,/landing-sale,0.13
ses_010763,2025-01-08,IT,organic,/collection,1.93
ses_010764,2024-11-26,AU,email,/cart,5.87
ses_010765,2023-02-08,ES,tiktok/cpc,/home,2.72
ses_010766,2023-11-26,BR,affiliate,/landing-sale,9.74
ses_010767,2023-10-06,ES,google/cpc,/landing-sale,5.17
ses_010768,2024-12-31,BR,affiliate,/home,1.51
ses_010769,2025-07-20,FR,tiktok/cpc,/product,0.95
ses_010770,2025-01-25,US,facebook/cpc,/cart,1.37
ses_010771,2024-05-06,MX,facebook/cpc,/product,1.2
ses_010772,2023-07-31,GB,facebook/cpc,/landing-sale,11.17
ses_010773,2025-06-07,US,tiktok/cpc,/cart,0.06
ses_010774,2024-06-09,US,facebook/cpc,/product,1.77
ses_010775,2025-02-04,GB,facebook/cpc,/landing-sale,3.06
ses_010776,2025-03-23,FR,tiktok/cpc,/collection,0.0
ses_010777,2024-05-25,AU,affiliate,/landing-sale,19.99
ses_010778,2024-04-20,CA,affiliate,/landing-sale,4.74
ses_010779,2024-11-04,IT,affiliate,/product,5.24
ses_010780,2024-03-11,BR,google/cpc,/landing-sale,1.23
ses_010781,2023-02-19,CA,tiktok/cpc,/collection,6.89
ses_010782,2024-04-02,ES,organic,/home,0.2
ses_010783,2023-03-04,BR,google/cpc,/product,0.01
ses_010784,2024-10-30,CA,facebook/cpc,/collection,15.04
ses_010785,2024-06-13,CA,facebook/cpc,/product,8.08
ses_010786,2025-05-16,DE,google/cpc,/home,6.76
ses_010787,2023-12-24,US,affiliate,/product,0.54
ses_010788,2024-07-03,AU,facebook/cpc,/cart,1.98
ses_010789,2023-06-18,AU,facebook/cpc,/collection,3.1
ses_010790,2023-02-05,BR,tiktok/cpc,/collection,21.53
ses_010791,2023-04-19,MX,email,/landing-sale,7.41
ses_010792,2024-11-21,US,facebook/cpc,/landing-sale,12.3
ses_010793,2025-08-18,IT,organic,/landing-sale,0.81
ses_010794,2024-01-29,US,google/cpc,/product,9.4
ses_010795,2024-02-16,US,organic,/home,1.06
ses_010796,2025-04-22,IT,email,/product,1.55
ses_010797,2023-05-31,DE,facebook/cpc,/home,9.9
ses_010798,2023-11-22,BR,tiktok/cpc,/landing-sale,1.12
ses_010799,2024-11-01,DE,organic,/home,1.28
ses_010800,2024-05-26,FR,facebook/cpc,/product,14.65
ses_010801,2024-12-22,CA,google/cpc,/cart,4.28
ses_010802,2025-02-10,DE,tiktok/cpc,/collection,3.01
ses_010803,2023-06-13,US,google/cpc,/collection,15.73
ses_010804,2023-04-15,IT,affiliate,/product,1.35
ses_010805,2023-09-10,CA,affiliate,/landing-sale,5.13
ses_010806,2025-06-14,GB,organic,/landing-sale,1.61
ses_010807,2025-04-13,BR,facebook/cpc,/home,5.45
ses_010808,2023-11-17,BR,google/cpc,/collection,1.06
ses_010809,2025-05-09,CA,email,/landing-sale,7.31
ses_010810,2025-06-18,CA,organic,/landing-sale,5.89
ses_010811,2024-12-17,CA,google/cpc,/product,1.11
ses_010812,2023-09-07,US,google/cpc,/landing-sale,0.28
ses_010813,2023-01-22,BR,google/cpc,/landing-sale,5.07
ses_010814,2023-12-17,CA,email,/cart,0.01
ses_010815,2025-02-02,CA,affiliate,/home,0.43
ses_010816,2023-01-10,FR,tiktok/cpc,/product,2.36
ses_010817,2025-02-18,BR,organic,/collection,0.54
ses_010818,2024-02-26,FR,google/cpc,/product,17.65
ses_010819,2025-01-14,BR,facebook/cpc,/cart,0.14
ses_010820,2024-05-28,CA,tiktok/cpc,/product,2.11
ses_010821,2024-07-18,DE,email,/home,0.9
ses_010822,2024-11-22,US,tiktok/cpc,/landing-sale,1.41
ses_010823,2024-04-18,CA,tiktok/cpc,/collection,0.69
ses_010824,2025-03-13,IT,email,/landing-sale,4.56
ses_010825,2023-01-25,MX,organic,/home,0.81
ses_010826,2024-01-26,DE,google/cpc,/cart,3.72
ses_010827,2024-10-19,DE,facebook/cpc,/product,0.88
ses_010828,2024-01-27,ES,tiktok/cpc,/landing-sale,0.54
ses_010829,2025-06-11,GB,google/cpc,/landing-sale,1.3
ses_010830,2025-10-11,ES,email,/landing-sale,4.18
ses_010831,2023-05-29,GB,email,/collection,1.58
ses_010832,2024-09-07,CA,facebook/cpc,/collection,12.25
ses_010833,2023-07-20,US,email,/home,19.74
ses_010834,2023-09-08,MX,affiliate,/collection,7.57
ses_010835,2025-05-23,MX,facebook/cpc,/home,1.39
ses_010836,2023-03-14,IT,affiliate,/collection,2.18
ses_010837,2023-09-04,GB,email,/cart,6.67
ses_010838,2024-06-30,ES,organic,/landing-sale,3.19
ses_010839,2023-03-18,US,affiliate,/cart,7.64
ses_010840,2025-09-15,CA,email,/product,3.49
ses_010841,2023-05-01,FR,facebook/cpc,/cart,0.17
ses_010842,2024-06-12,DE,facebook/cpc,/cart,0.52
ses_010843,2024-09-18,BR,tiktok/cpc,/cart,10.51
ses_010844,2024-07-13,MX,affiliate,/landing-sale,2.44
ses_010845,2025-07-23,BR,google/cpc,/collection,4.22
ses_010846,2024-04-20,MX,tiktok/cpc,/home,2.44
ses_010847,2024-11-24,ES,affiliate,/collection,5.5
ses_010848,2023-03-30,ES,google/cpc,/home,3.5
ses_010849,2023-05-23,CA,facebook/cpc,/cart,4.8
ses_010850,2023-05-12,IT,google/cpc,/product,10.55
ses_010851,2024-05-15,DE,email,/landing-sale,7.59
ses_010852,2025-09-16,FR,google/cpc,/product,1.73
ses_010853,2024-02-16,MX,google/cpc,/product,8.8
ses_010854,2025-03-13,CA,organic,/landing-sale,4.01
ses_010855,2025-07-23,AU,facebook/cpc,/cart,0.02
ses_010856,2023-04-06,BR,google/cpc,/collection,3.52
ses_010857,2023-06-07,IT,affiliate,/cart,0.53
ses_010858,2025-03-21,BR,email,/landing-sale,9.05
ses_010859,2023-07-06,IT,affiliate,/collection,4.01
ses_010860,2024-01-09,FR,facebook/cpc,/landing-sale,9.96
ses_010861,2025-03-18,DE,google/cpc,/landing-sale,0.2
ses_010862,2023-09-23,ES,affiliate,/landing-sale,4.07
ses_010863,2024-06-18,IT,organic,/home,13.4
ses_010864,2024-04-24,ES,affiliate,/home,3.05
ses_010865,2024-05-01,AU,facebook/cpc,/cart,1.41
ses_010866,2023-02-18,BR,tiktok/cpc,/collection,0.18
ses_010867,2024-07-21,FR,google/cpc,/collection,4.02
ses_010868,2025-01-13,MX,affiliate,/collection,7.19
ses_010869,2025-08-11,AU,organic,/home,13.72
ses_010870,2023-01-22,FR,organic,/collection,2.9
ses_010871,2025-09-10,US,tiktok/cpc,/landing-sale,0.22
ses_010872,2024-07-30,BR,organic,/product,0.1
ses_010873,2024-12-10,CA,google/cpc,/cart,6.45
ses_010874,2023-10-10,BR,facebook/cpc,/cart,3.77
ses_010875,2025-09-14,FR,facebook/cpc,/product,1.59
ses_010876,2024-11-26,AU,tiktok/cpc,/cart,1.2
ses_010877,2025-10-18,FR,organic,/landing-sale,6.98
ses_010878,2025-06-24,IT,email,/cart,1.93
ses_010879,2023-01-31,AU,facebook/cpc,/collection,2.59
ses_010880,2024-01-19,CA,facebook/cpc,/cart,10.19
ses_010881,2025-07-04,CA,organic,/cart,2.92
ses_010882,2025-06-12,IT,affiliate,/product,7.39
ses_010883,2024-02-25,DE,organic,/home,5.81
ses_010884,2024-05-15,IT,google/cpc,/collection,0.77
ses_010885,2024-05-01,MX,email,/landing-sale,12.09
ses_010886,2025-09-20,US,organic,/product,0.96
ses_010887,2025-03-22,US,facebook/cpc,/home,2.49
ses_010888,2023-12-20,ES,google/cpc,/cart,12.99
ses_010889,2024-10-30,GB,tiktok/cpc,/cart,0.78
ses_010890,2023-10-11,GB,affiliate,/home,0.63
ses_010891,2023-10-11,IT,facebook/cpc,/product,1.97
ses_010892,2024-10-15,ES,affiliate,/collection,8.13
ses_010893,2023-06-14,DE,email,/collection,0.29
ses_010894,2023-12-29,ES,email,/collection,0.48
ses_010895,2023-04-14,CA,affiliate,/collection,7.56
ses_010896,2023-08-03,US,facebook/cpc,/home,9.49
ses_010897,2023-10-23,FR,email,/product,0.95
ses_010898,2025-04-07,ES,email,/product,7.18
ses_010899,2025-09-04,GB,organic,/collection,6.57
ses_010900,2023-06-18,FR,email,/landing-sale,5.65
ses_010901,2025-05-30,IT,organic,/collection,6.58
ses_010902,2024-12-29,IT,email,/cart,6.95
ses_010903,2023-02-22,GB,google/cpc,/cart,3.36
ses_010904,2024-04-12,BR,email,/landing-sale,3.25
ses_010905,2024-04-06,IT,affiliate,/product,1.48
ses_010906,2024-12-29,DE,affiliate,/product,6.7
ses_010907,2025-07-18,ES,tiktok/cpc,/home,5.3
ses_010908,2024-07-28,AU,tiktok/cpc,/landing-sale,0.16
ses_010909,2025-01-12,AU,tiktok/cpc,/landing-sale,0.04
ses_010910,2023-11-09,IT,google/cpc,/landing-sale,3.9
ses_010911,2023-12-16,BR,email,/cart,0.52
ses_010912,2025-05-18,ES,tiktok/cpc,/collection,2.65
ses_010913,2024-03-05,FR,google/cpc,/collection,1.62
ses_010914,2025-08-23,CA,google/cpc,/product,0.47
ses_010915,2023-11-22,CA,email,/product,0.04
ses_010916,2024-06-14,MX,affiliate,/cart,5.49
ses_010917,2025-02-18,MX,affiliate,/product,1.02
ses_010918,2024-12-05,AU,email,/collection,10.35
ses_010919,2024-04-13,AU,email,/home,15.0
ses_010920,2023-05-14,ES,email,/product,6.47
ses_010921,2023-07-07,CA,google/cpc,/cart,0.57
ses_010922,2025-09-11,MX,facebook/cpc,/landing-sale,7.36
ses_010923,2025-08-13,US,affiliate,/landing-sale,5.53
ses_010924,2024-12-11,MX,tiktok/cpc,/product,7.86
ses_010925,2025-02-05,CA,google/cpc,/product,5.22
ses_010926,2023-01-07,BR,google/cpc,/home,1.32
ses_010927,2025-02-03,BR,email,/home,20.41
ses_010928,2023-04-30,US,email,/landing-sale,5.85
ses_010929,2024-06-23,CA,email,/cart,0.57
ses_010930,2024-03-14,ES,affiliate,/home,4.75
ses_010931,2023-02-11,US,affiliate,/collection,3.02
ses_010932,2025-06-29,BR,organic,/home,5.42
ses_010933,2025-02-02,GB,organic,/product,1.07
ses_010934,2025-07-24,CA,facebook/cpc,/product,3.7
ses_010935,2024-05-21,FR,google/cpc,/product,0.18
ses_010936,2024-11-27,ES,organic,/cart,7.62
ses_010937,2023-05-16,GB,facebook/cpc,/landing-sale,2.05
ses_010938,2024-12-03,ES,affiliate,/landing-sale,8.7
ses_010939,2025-09-18,BR,tiktok/cpc,/collection,0.25
ses_010940,2023-08-06,AU,facebook/cpc,/home,0.69
ses_010941,2023-06-27,DE,tiktok/cpc,/collection,4.97
ses_010942,2024-06-20,ES,organic,/product,13.68
ses_010943,2025-04-17,ES,tiktok/cpc,/landing-sale,10.36
ses_010944,2024-02-25,US,facebook/cpc,/cart,24.54
ses_010945,2025-01-31,CA,affiliate,/home,0.79
ses_010946,2025-01-12,GB,google/cpc,/cart,6.51
ses_010947,2023-09-23,DE,organic,/landing-sale,2.33
ses_010948,2024-07-10,US,tiktok/cpc,/landing-sale,5.93
ses_010949,2023-01-19,FR,google/cpc,/product,23.12
ses_010950,2023-05-08,MX,organic,/product,0.65
ses_010951,2023-09-24,IT,facebook/cpc,/cart,0.09
ses_010952,2023-11-05,CA,google/cpc,/cart,3.1
ses_010953,2023-02-26,IT,facebook/cpc,/cart,1.66
ses_010954,2025-02-22,GB,tiktok/cpc,/landing-sale,9.53
ses_010955,2025-03-16,BR,tiktok/cpc,/home,1.32
ses_010956,2023-08-27,MX,organic,/landing-sale,2.08
ses_010957,2025-01-30,GB,facebook/cpc,/collection,4.88
ses_010958,2024-03-24,CA,tiktok/cpc,/cart,10.53
ses_010959,2025-02-16,US,google/cpc,/home,4.29
ses_010960,2024-09-14,ES,email,/cart,1.27
ses_010961,2023-06-28,IT,tiktok/cpc,/product,6.4
ses_010962,2025-08-17,BR,email,/cart,13.41
ses_010963,2025-07-07,US,affiliate,/collection,1.24
ses_010964,2024-04-10,FR,google/cpc,/product,5.94
ses_010965,2023-03-22,US,email,/cart,12.36
ses_010966,2025-03-29,AU,email,/product,3.3
ses_010967,2023-12-17,IT,google/cpc,/product,6.05
ses_010968,2024-01-07,DE,tiktok/cpc,/collection,6.13
ses_010969,2025-06-30,FR,google/cpc,/landing-sale,4.35
ses_010970,2025-09-01,FR,facebook/cpc,/product,2.16
ses_010971,2025-02-02,US,organic,/cart,3.22
ses_010972,2024-05-20,GB,facebook/cpc,/home,3.83
ses_010973,2023-09-05,GB,google/cpc,/collection,4.37
ses_010974,2024-05-29,MX,organic,/product,0.13
ses_010975,2023-06-14,GB,affiliate,/cart,1.56
ses_010976,2024-04-07,IT,email,/landing-sale,0.55
ses_010977,2025-04-09,ES,affiliate,/home,0.73
ses_010978,2025-06-05,BR,facebook/cpc,/collection,0.96
ses_010979,2024-08-21,FR,facebook/cpc,/landing-sale,1.55
ses_010980,2023-06-17,GB,affiliate,/collection,6.51
ses_010981,2025-03-03,FR,tiktok/cpc,/home,2.07
ses_010982,2023-04-08,BR,email,/home,0.22
ses_010983,2024-04-23,MX,google/cpc,/home,12.4
ses_010984,2025-10-22,US,organic,/landing-sale,11.77
ses_010985,2024-04-12,ES,google/cpc,/cart,0.89
ses_010986,2024-11-24,BR,google/cpc,/cart,0.31
ses_010987,2023-06-06,IT,facebook/cpc,/home,2.64
ses_010988,2023-12-24,AU,google/cpc,/cart,2.16
ses_010989,2025-06-17,IT,affiliate,/landing-sale,0.17
ses_010990,2023-06-15,FR,affiliate,/home,0.81
ses_010991,2025-05-23,AU,affiliate,/collection,1.43
ses_010992,2024-01-30,BR,affiliate,/landing-sale,0.69
ses_010993,2023-04-06,FR,google/cpc,/home,2.22
ses_010994,2025-01-04,AU,tiktok/cpc,/home,6.23
ses_010995,2023-06-02,CA,organic,/home,6.41
ses_010996,2023-04-18,IT,affiliate,/cart,11.29
ses_010997,2023-04-10,GB,organic,/landing-sale,3.14
ses_010998,2024-12-17,MX,google/cpc,/landing-sale,3.44
ses_010999,2024-01-06,BR,email,/cart,18.67
ses_011000,2023-05-10,ES,email,/landing-sale,1.78
ses_011001,2025-09-13,FR,google/cpc,/home,5.78
ses_011002,2024-02-10,CA,email,/home,13.75
ses_011003,2024-08-22,GB,organic,/home,1.47
ses_011004,2025-07-24,ES,tiktok/cpc,/collection,2.2
ses_011005,2024-12-04,AU,email,/landing-sale,8.1
ses_011006,2024-10-20,GB,tiktok/cpc,/collection,0.7
ses_011007,2023-04-13,MX,email,/home,1.66
ses_011008,2024-12-17,GB,facebook/cpc,/landing-sale,4.04
ses_011009,2025-06-19,ES,tiktok/cpc,/home,4.68
ses_011010,2023-06-26,GB,tiktok/cpc,/collection,2.92
ses_011011,2024-08-31,US,tiktok/cpc,/collection,2.72
ses_011012,2023-12-02,CA,organic,/product,0.08
ses_011013,2025-07-08,GB,email,/cart,15.9
ses_011014,2023-10-30,GB,organic,/cart,5.89
ses_011015,2023-06-15,IT,google/cpc,/cart,1.12
ses_011016,2024-06-15,US,email,/home,1.49
ses_011017,2023-06-29,US,organic,/landing-sale,4.94
ses_011018,2024-09-23,AU,email,/product,6.13
ses_011019,2025-09-10,BR,google/cpc,/cart,0.99
ses_011020,2025-08-14,CA,affiliate,/product,2.12
ses_011021,2025-06-26,CA,google/cpc,/collection,17.1
ses_011022,2024-02-03,BR,tiktok/cpc,/cart,3.34
ses_011023,2024-07-16,ES,organic,/home,1.96
ses_011024,2024-10-20,IT,organic,/landing-sale,2.03
ses_011025,2025-10-17,GB,google/cpc,/collection,18.38
ses_011026,2024-01-01,BR,email,/cart,6.73
ses_011027,2023-06-17,FR,email,/product,1.93
ses_011028,2024-03-16,DE,facebook/cpc,/collection,3.12
ses_011029,2023-09-14,FR,affiliate,/home,0.06
ses_011030,2023-05-04,CA,email,/product,11.95
ses_011031,2024-01-02,ES,facebook/cpc,/home,3.14
ses_011032,2025-04-04,GB,google/cpc,/home,4.73
ses_011033,2024-09-16,IT,google/cpc,/landing-sale,2.38
ses_011034,2023-12-25,BR,organic,/home,9.78
ses_011035,2023-08-13,ES,facebook/cpc,/collection,4.36
ses_011036,2024-12-23,CA,google/cpc,/cart,1.09
ses_011037,2023-11-19,ES,organic,/home,12.82
ses_011038,2023-11-08,FR,organic,/product,6.46
ses_011039,2024-04-06,BR,email,/cart,5.74
ses_011040,2023-11-27,CA,facebook/cpc,/product,3.31
ses_011041,2023-03-05,BR,facebook/cpc,/product,0.03
ses_011042,2024-09-29,CA,google/cpc,/home,7.11
ses_011043,2024-05-29,ES,email,/collection,4.96
ses_011044,2023-11-27,US,email,/landing-sale,3.79
ses_011045,2024-12-11,BR,facebook/cpc,/product,3.65
ses_011046,2023-03-18,DE,tiktok/cpc,/landing-sale,4.33
ses_011047,2024-01-28,AU,facebook/cpc,/collection,14.32
ses_011048,2025-09-02,FR,google/cpc,/collection,8.99
ses_011049,2025-03-19,AU,google/cpc,/cart,2.94
ses_011050,2024-10-13,DE,tiktok/cpc,/collection,2.47
ses_011051,2024-06-10,MX,organic,/product,0.39
ses_011052,2025-10-06,AU,affiliate,/landing-sale,3.32
ses_011053,2024-03-30,FR,email,/cart,0.71
ses_011054,2024-01-12,GB,tiktok/cpc,/cart,3.8
ses_011055,2023-10-22,FR,tiktok/cpc,/cart,1.04
ses_011056,2023-03-01,ES,tiktok/cpc,/collection,0.47
ses_011057,2025-09-18,CA,email,/product,6.2
ses_011058,2025-07-24,FR,tiktok/cpc,/landing-sale,0.37
ses_011059,2024-04-11,DE,email,/product,4.09
ses_011060,2025-04-04,CA,affiliate,/landing-sale,0.15
ses_011061,2025-01-09,US,google/cpc,/home,17.39
ses_011062,2024-12-05,BR,email,/home,13.89
ses_011063,2024-06-16,CA,tiktok/cpc,/landing-sale,7.59
ses_011064,2023-03-31,AU,organic,/collection,6.52
ses_011065,2024-03-27,GB,email,/collection,6.91
ses_011066,2023-01-27,CA,google/cpc,/collection,0.02
ses_011067,2024-02-09,GB,tiktok/cpc,/landing-sale,11.74
ses_011068,2024-04-13,IT,tiktok/cpc,/product,1.65
ses_011069,2023-09-12,MX,organic,/collection,3.09
ses_011070,2025-05-29,BR,email,/landing-sale,1.75
ses_011071,2023-03-04,MX,affiliate,/landing-sale,10.3
ses_011072,2023-12-16,US,facebook/cpc,/product,4.83
ses_011073,2023-08-13,AU,facebook/cpc,/home,6.73
ses_011074,2023-05-29,US,organic,/landing-sale,6.61
ses_011075,2024-09-11,AU,email,/landing-sale,1.1
ses_011076,2025-03-20,BR,affiliate,/cart,18.51
ses_011077,2023-11-07,US,email,/cart,2.59
ses_011078,2025-08-02,IT,organic,/home,3.73
ses_011079,2024-09-28,US,google/cpc,/home,3.58
ses_011080,2024-01-12,ES,tiktok/cpc,/collection,2.32
ses_011081,2023-05-27,DE,email,/home,11.87
ses_011082,2025-10-20,ES,tiktok/cpc,/cart,7.67
ses_011083,2024-11-27,AU,facebook/cpc,/collection,0.8
ses_011084,2023-05-15,DE,google/cpc,/home,1.44
ses_011085,2024-03-14,FR,affiliate,/product,8.82
ses_011086,2023-10-16,GB,email,/home,0.39
ses_011087,2023-09-15,FR,tiktok/cpc,/home,0.42
ses_011088,2025-08-11,BR,tiktok/cpc,/landing-sale,1.92
ses_011089,2025-04-20,FR,facebook/cpc,/landing-sale,27.43
ses_011090,2025-02-05,FR,facebook/cpc,/collection,1.11
ses_011091,2025-10-12,CA,organic,/landing-sale,8.99
ses_011092,2024-09-12,BR,facebook/cpc,/product,0.41
ses_011093,2024-12-18,US,facebook/cpc,/collection,0.26
ses_011094,2024-06-03,GB,facebook/cpc,/cart,1.01
ses_011095,2024-07-18,AU,affiliate,/product,0.55
ses_011096,2023-01-27,AU,affiliate,/home,0.04
ses_011097,2023-04-20,FR,organic,/product,0.92
ses_011098,2024-02-20,BR,email,/collection,8.48
ses_011099,2025-04-28,MX,organic,/product,2.36
ses_011100,2025-07-11,BR,organic,/product,11.73
ses_011101,2024-10-26,MX,email,/collection,1.18
ses_011102,2023-07-01,MX,organic,/cart,0.93
ses_011103,2024-11-01,AU,facebook/cpc,/landing-sale,4.04
ses_011104,2024-08-07,CA,email,/home,1.07
ses_011105,2023-09-03,GB,facebook/cpc,/cart,4.83
ses_011106,2023-09-12,ES,email,/cart,11.1
ses_011107,2025-03-02,GB,google/cpc,/product,7.2
ses_011108,2025-09-25,CA,email,/cart,2.27
ses_011109,2024-11-29,DE,tiktok/cpc,/collection,9.56
ses_011110,2023-09-03,CA,tiktok/cpc,/home,19.87
ses_011111,2024-09-18,CA,affiliate,/landing-sale,1.06
ses_011112,2024-02-29,FR,google/cpc,/cart,5.83
ses_011113,2025-05-16,US,affiliate,/landing-sale,16.75
ses_011114,2023-03-26,DE,affiliate,/home,1.72
ses_011115,2025-06-14,GB,email,/cart,4.36
ses_011116,2023-04-20,IT,organic,/collection,15.66
ses_011117,2023-02-11,US,organic,/cart,4.19
ses_011118,2025-03-19,MX,organic,/home,2.01
ses_011119,2025-08-21,GB,facebook/cpc,/home,3.34
ses_011120,2024-08-19,DE,google/cpc,/collection,0.85
ses_011121,2024-07-19,GB,email,/cart,8.83
ses_011122,2024-10-07,FR,google/cpc,/collection,4.82
ses_011123,2024-09-26,AU,affiliate,/collection,0.52
ses_011124,2023-07-09,ES,email,/product,4.88
ses_011125,2024-01-09,FR,organic,/collection,8.19
ses_011126,2024-10-16,GB,facebook/cpc,/collection,0.03
ses_011127,2025-08-02,AU,email,/home,12.45
ses_011128,2024-01-07,IT,tiktok/cpc,/home,8.12
ses_011129,2024-01-18,CA,facebook/cpc,/cart,17.14
ses_011130,2023-12-24,ES,organic,/collection,0.79
ses_011131,2023-05-23,AU,google/cpc,/cart,11.63
ses_011132,2024-05-04,CA,google/cpc,/collection,3.64
ses_011133,2023-03-21,US,affiliate,/landing-sale,5.7
ses_011134,2023-03-12,DE,google/cpc,/collection,0.38
ses_011135,2023-08-01,DE,tiktok/cpc,/collection,10.37
ses_011136,2023-04-22,FR,email,/product,2.88
ses_011137,2023-05-10,FR,tiktok/cpc,/landing-sale,2.91
ses_011138,2025-04-18,MX,facebook/cpc,/home,0.44
ses_011139,2023-01-31,US,affiliate,/product,6.52
ses_011140,2023-10-14,US,tiktok/cpc,/collection,0.02
ses_011141,2024-03-13,FR,email,/cart,0.4
ses_011142,2025-02-01,US,facebook/cpc,/collection,1.78
ses_011143,2025-02-20,AU,affiliate,/product,1.03
ses_011144,2023-11-24,CA,email,/home,20.54
ses_011145,2024-08-17,DE,organic,/collection,0.64
ses_011146,2023-05-18,AU,tiktok/cpc,/home,3.26
ses_011147,2025-04-10,ES,organic,/home,1.8
ses_011148,2025-04-26,BR,email,/collection,0.86
ses_011149,2025-04-20,ES,organic,/collection,0.36
ses_011150,2023-12-19,FR,google/cpc,/collection,5.75
ses_011151,2023-10-26,AU,facebook/cpc,/product,6.9
ses_011152,2024-01-19,AU,email,/collection,4.97
ses_011153,2023-11-29,CA,google/cpc,/product,0.44
ses_011154,2025-07-23,IT,organic,/product,2.73
ses_011155,2023-01-04,ES,organic,/landing-sale,5.21
ses_011156,2023-06-25,CA,email,/product,15.47
ses_011157,2023-01-10,DE,email,/product,0.47
ses_011158,2025-04-06,AU,email,/product,9.82
ses_011159,2023-07-26,GB,google/cpc,/cart,4.06
ses_011160,2024-05-06,CA,organic,/home,3.96
ses_011161,2023-02-26,FR,organic,/home,7.88
ses_011162,2023-07-03,DE,tiktok/cpc,/cart,4.36
ses_011163,2025-10-18,MX,email,/landing-sale,0.54
ses_011164,2024-10-22,IT,organic,/landing-sale,0.18
ses_011165,2025-06-09,ES,affiliate,/product,8.22
ses_011166,2024-05-13,MX,google/cpc,/product,0.92
ses_011167,2024-08-14,ES,affiliate,/landing-sale,21.29
ses_011168,2023-12-19,IT,tiktok/cpc,/home,0.16
ses_011169,2024-02-25,AU,facebook/cpc,/cart,2.49
ses_011170,2023-05-07,GB,facebook/cpc,/collection,2.59
ses_011171,2025-03-29,ES,tiktok/cpc,/cart,1.24
ses_011172,2024-05-23,MX,affiliate,/cart,3.35
ses_011173,2024-05-09,BR,facebook/cpc,/landing-sale,3.1
ses_011174,2024-07-09,BR,organic,/collection,0.33
ses_011175,2025-10-24,BR,email,/home,6.18
ses_011176,2024-01-15,BR,email,/landing-sale,9.93
ses_011177,2023-07-06,IT,google/cpc,/product,13.45
ses_011178,2025-07-17,CA,affiliate,/collection,4.95
ses_011179,2025-09-02,FR,affiliate,/home,5.18
ses_011180,2023-06-04,AU,organic,/cart,4.8
ses_011181,2024-12-09,CA,organic,/cart,5.51
ses_011182,2023-07-21,AU,google/cpc,/home,2.07
ses_011183,2023-06-12,CA,tiktok/cpc,/product,1.4
ses_011184,2025-03-11,ES,email,/cart,12.2
ses_011185,2024-02-28,US,organic,/landing-sale,3.58
ses_011186,2024-04-02,DE,google/cpc,/home,3.76
ses_011187,2023-04-30,ES,tiktok/cpc,/home,9.14
ses_011188,2024-08-16,FR,google/cpc,/product,8.81
ses_011189,2025-08-09,IT,facebook/cpc,/product,4.44
ses_011190,2023-04-04,CA,email,/home,1.7
ses_011191,2023-07-14,MX,affiliate,/landing-sale,0.32
ses_011192,2024-12-11,IT,email,/product,2.07
ses_011193,2023-11-23,DE,google/cpc,/product,18.6
ses_011194,2023-07-19,IT,google/cpc,/collection,2.62
ses_011195,2023-02-17,CA,email,/cart,0.31
ses_011196,2023-07-26,BR,facebook/cpc,/collection,4.74
ses_011197,2024-04-25,MX,facebook/cpc,/product,2.22
ses_011198,2023-11-25,AU,organic,/collection,2.94
ses_011199,2024-09-12,DE,organic,/landing-sale,1.44
ses_011200,2025-04-29,US,tiktok/cpc,/home,5.48
ses_011201,2023-08-29,BR,affiliate,/home,3.24
ses_011202,2025-02-19,CA,facebook/cpc,/collection,18.95
ses_011203,2025-06-14,IT,tiktok/cpc,/landing-sale,2.12
ses_011204,2023-11-03,CA,email,/collection,2.13
ses_011205,2023-05-27,ES,google/cpc,/cart,1.62
ses_011206,2023-02-22,AU,google/cpc,/collection,1.42
ses_011207,2025-02-25,MX,affiliate,/collection,0.4
ses_011208,2024-09-18,DE,organic,/product,13.68
ses_011209,2023-06-13,ES,tiktok/cpc,/cart,1.57
